Time (s),Temperature (K),Pressure (Pa)
3.4731392926727506e-08,999.9999998684908,80751072.21515335
4.6335807601776146e-08,999.9999998551658,80751072.2404535
4.6335807601776146e-08,999.9999998551658,80751072.26645167
4.6335807601776146e-08,999.9999998551658,80751072.2063921
4.6335807601776146e-08,999.9999998551658,80751072.8072817
4.6335807601776146e-08,999.9999998551658,80751072.2063921
4.6335807601776146e-08,999.9999998551658,80751072.2063921
4.6335807601776146e-08,999.9999998551658,80751072.2063921
4.6335807601776146e-08,999.9999998551658,80751072.2063921
4.6335807601776146e-08,999.9999998551658,80751072.2063921
4.6335807601776146e-08,999.9999998551658,80751072.2063921
4.6335807601776146e-08,999.9999998551658,80751072.2063921
4.6335807601776146e-08,999.9999998549604,80751072.2063689
8.114905162692205e-08,999.9999998966803,80751072.18955097
1.1018800438272662e-07,1000.0000000174748,80751072.18548396
1.7125956597226158e-07,1000.0000004894338,80751072.20216763
1.7125956597226158e-07,1000.0000004894338,80751072.20216763
1.7125956597226158e-07,1000.0000004894338,80751072.20216763
1.7125956597226158e-07,1000.0000004894338,80751072.20216763
1.7125956597226158e-07,1000.0000004894338,80751072.20216763
1.7125956597226158e-07,1000.0000004894338,80751072.20216763
1.7125956597226158e-07,1000.0000004894338,80751072.20216763
1.7125956597226158e-07,1000.0000004894338,80751072.20216763
1.7125956597226158e-07,1000.0000004894338,80751072.20216763
1.7125956597226158e-07,1000.0000004894338,80751072.20216763
1.7125956597226158e-07,1000.0000004894338,80751072.20216763
1.7125956597226158e-07,1000.0000004894338,80751072.20216763
2.03292174805992e-07,1000.0000008390577,80751072.22273824
2.9939000130718326e-07,1000.0000022207447,80751072.32296738
3.6345521897464404e-07,1000.0000033626073,80751072.41532046
4.794781267416544e-07,1000.0000057563819,80751072.6202284
5.634684256749345e-07,1000.00000768373,80751072.79100978
7.089989136473042e-07,1000.0000112918351,80751073.11785483
7.089989136473042e-07,1000.0000112918351,80751073.11785483
7.089989136473042e-07,1000.0000112918351,80751073.11785483
7.089989136473042e-07,1000.0000112918351,80751073.11785483
7.089989136473042e-07,1000.0000112918351,80751073.11785483
7.089989136473042e-07,1000.0000112918351,80751073.11785483
7.089989136473042e-07,1000.0000112918351,80751073.11785483
7.089989136473042e-07,1000.0000112918351,80751073.11785483
7.089989136473042e-07,1000.0000112918351,80751073.11785483
7.089989136473042e-07,1000.0000112918351,80751073.11785483
7.089989136473042e-07,1000.0000112918351,80751073.16518706
7.089989136473042e-07,1000.0000112918351,80751073.11785483
8.320792917254833e-07,1000.0000145333661,80751073.41610478
9.551596698036624e-07,1000.0000179009725,80751073.72878067
1.0985807894851856e-06,1000.0000219473471,80751075.85327236
1.0985807894851856e-06,1000.0000219473471,80751074.10705923
1.0985807894851856e-06,1000.0000219473471,80751074.10705923
1.0985807894851856e-06,1000.0000219473471,80751074.10705923
1.0985807894851856e-06,1000.0000219473471,80751074.10705923
1.0985807894851856e-06,1000.0000219473471,80751074.10705923
1.0985807894851856e-06,1000.0000219473471,80751074.10705923
1.0985807894851856e-06,1000.0000219473471,80751074.10705923
1.0985807894851856e-06,1000.0000219473471,80751074.10705923
1.0985807894851856e-06,1000.0000219473471,80751074.10705923
1.0985807894851856e-06,1000.0000219473471,80751074.10705923
1.0985807894851856e-06,1000.0000219473471,80751074.10705923
1.2623426507700526e-06,1000.0000266984845,80751074.55384351
1.507985442697353e-06,1000.0000340444532,80751075.2488
1.71067278106133e-06,1000.0000402842045,80751075.84233323
