Time (s),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
4.7950371118578196e-11,0.04999963392752486,1.0821883061713298e-07,1.2484748066300576e-08,0.09999939432228383,2.4909267031957727e-08,3.1683257006361782e-09,6.154053996627674e-07,7.999683153030098e-10,4.712017619026526e-30,2.641409397259309e-30,1.6519906388466748e-29,2.2613646379747838e-29,1.2419613646719823e-29,7.485001215774968e-32,1.2967372883450585e-08,0.8500001937962784,4.945485530604655e-16,1.3938572368597115e-18,1.0033997261471996e-25,1.0665155087839496e-26,8.544815908654423e-28,5.384712925446343e-40,1.5326069693029765e-40,3.4402378782403914e-44,5.076036394184338e-46,2.6317241880463225e-53,3.1100043244227186e-56,1.6675762671160906e-35,2.422962478605209e-35,1.9247134048090512e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1171818813343653e-77,1.8324999709402526e-80,7.83393560980555e-42,7.32332680190696e-45
5.472120596248044e-11,0.04999958167551172,1.1052164740481964e-07,1.4694775611089266e-08,0.0999992966043816,2.9460722549249084e-08,4.355217255615671e-09,7.148623527833776e-07,1.06238057445093e-09,6.411904976715244e-30,3.8098622499774546e-30,3.150235768421312e-29,-5.669439188581125e-30,2.2672675393071924e-29,1.1891696774700544e-31,1.5507059931855442e-08,0.8500002312559499,6.013973216292335e-16,1.938961137251222e-18,1.6529513701909523e-25,1.6727885175286862e-26,1.5830030938684652e-27,8.609819262128657e-40,2.8552311050565384e-40,6.650969261871061e-44,1.1267705837437748e-45,6.895690331344407e-53,9.390526532805713e-56,2.839084159225729e-35,3.708929423549076e-35,3.7386264543659047e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.771397541505267e-77,8.128361386176124e-80,1.6754089024007127e-41,1.7808488194332709e-44
6.48774582283338e-11,0.04999950276386218,1.131529862876364e-07,1.7952328539221783e-08,0.09999914882021861,3.624945355288974e-08,6.507278691558872e-09,8.652114945259841e-07,1.5285852378103672e-09,9.383507036916823e-30,6.022324797478024e-30,3.9274936304804595e-29,1.8011482034250072e-29,3.1685569344800574e-29,2.3932633117470533e-31,1.940288211963032e-08,0.8500002884109095,7.695223560376193e-16,2.9489212364328464e-18,3.113565016488416e-25,2.932120903761812e-26,3.45005622709913e-27,1.543983364586462e-39,6.247134917694805e-40,1.534351090378608e-43,3.107474639262839e-45,2.3486509471551255e-52,3.8402089423669816e-55,5.522009176039943e-35,7.28304419196551e-35,8.470601896262787e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.989467122692004e-76,5.490150841836952e-79,4.403072246123633e-41,5.583172378545601e-44
7.164829307223605e-11,0.049999449792929314,1.1459638006726645e-07,2.0075559658815356e-08,0.09999904970075113,4.072702361316433e-08,8.187869553451945e-09,9.66001705927484e-07,1.8878200612854615e-09,1.1630521921197447e-29,7.819429170177897e-30,3.620807211516775e-29,6.336522541892037e-29,3.564375167531245e-29,3.843563426839599e-31,2.2046309593849747e-08,0.8500003269836501,8.861982518439538e-16,3.754001715968272e-18,4.482138975847183e-25,4.030258610185844e-26,5.3922593058052986e-27,2.1473548765109567e-39,9.767411810241462e-40,2.4801681200304262e-43,5.574424081983912e-45,4.763547382475527e-52,8.664835427111007e-55,8.060195128588435e-35,1.1755480731336844e-34,1.3451594852109437e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.223759786268948e-76,1.4674033760487995e-78,7.703694067128502e-41,1.089496130926332e-43
8.325347690442014e-11,0.04999935832278837,1.1677287593392566e-07,2.3614984061132325e-08,0.09999887895185887,4.828656565032612e-08,1.1519538240312731e-08,1.1395286666767089e-06,2.5935689274327248e-09,1.5952972733919327e-29,1.1535129106364688e-29,9.077606160100965e-29,-1.631639156509918e-28,8.838349023469817e-29,8.956576326117597e-31,2.6649475089889884e-08,0.850000393759677,1.0941041609111308e-15,5.3860473530480566e-18,7.728632859708978e-25,6.445558028951765e-26,1.0490412806837586e-26,3.4869072408585006e-39,1.8950594893883695e-39,5.077377750967894e-43,1.335582899045489e-44,1.3737159931563655e-51,2.9356971211974796e-54,1.4122391157758114e-34,2.8097531223569924e-34,2.8364314443901584e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.456539415128162e-75,6.963995742950166e-78,1.821389829258772e-40,3.0086174829936256e-43
9.147324331465311e-11,0.04999929302140549,1.1818895259896243e-07,2.60438693424703e-08,0.09999875745253814,5.354500111416212e-08,1.4218762612801924e-08,1.262925311462104e-06,3.162085405034011e-09,1.936256519637389e-29,1.464073711043918e-29,1.5656934307265191e-28,-2.9114889269737845e-28,1.2335824436983623e-28,9.193430250625532e-31,2.9959955104424016e-08,0.8500004414821173,1.247315049382492e-15,6.739256011889654e-18,1.0840139833574847e-24,8.59853794612629e-26,1.583747512940487e-26,4.688636800694538e-39,2.836536519062156e-39,7.913225067055498e-43,2.2960122710928666e-44,2.6438538772112102e-51,6.245387479345412e-54,1.9953985716360067e-34,2.5619254407735185e-34,4.864446426680322e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.088414154959962e-75,2.5537203207691162e-77,3.1851217626156646e-40,5.605723455238397e-43
1.0443241282851695e-10,0.04999918921471848,1.2031430398106513e-07,2.9743424377175744e-08,0.09999856506045694,6.166823913829952e-08,1.903445785411499e-08,1.4581843477476082e-06,4.1736371722720795e-09,2.5305751249141943e-29,2.0410055370445707e-29,-1.2590003195918722e-28,8.368613709811789e-28,5.451467019433223e-30,2.024749220061979e-30,3.5257964982170336e-08,0.8500005173484477,1.4990260008036855e-15,9.214197231460995e-18,1.7381954918415804e-24,1.2807861248211226e-25,2.809913565719787e-26,7.048663266687868e-39,4.983258929158214e-39,1.4677672272727105e-42,4.885760337658015e-44,6.626868648686897e-51,1.7995434784192142e-53,3.2182906883464284e-34,6.067313676628447e-34,7.890539597706724e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.202771986743193e-74,7.51426907140499e-77,6.480150438288504e-40,1.3866500523243603e-42
1.1391121903577872e-10,0.04999911263680224,1.2182104962604015e-07,3.235189410184467e-08,0.09999842373092206,6.748037499831278e-08,2.2982369154804332e-08,1.6015119310600667e-06,5.002511427588234e-09,3.0081746784444755e-29,2.569972432217176e-29,1.3078186995760846e-27,-4.892509504541301e-27,8.164405820898074e-28,2.1702406047736602e-30,3.919191975615413e-08,0.8500005732902237,1.6911962860614585e-15,1.1295775708626716e-17,2.3638048875350017e-24,1.6568155425873526e-25,4.078128690290151e-26,9.164120513410876e-39,7.138305450050011e-39,2.1926754433163315e-42,7.982839849021922e-44,1.2038316634430205e-50,3.589266168510267e-53,4.40692953951489e-34,4.561357559100914e-34,1.7364331066845091e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.839522962374151e-74,2.775156506936824e-76,1.1635362337572984e-39,2.4287406245381994e-42
1.1391121903577872e-10,0.04999911263680224,1.2182104962604015e-07,3.235189410184467e-08,0.09999842373092206,6.748037600384873e-08,2.2982369154804332e-08,1.6015119310600667e-06,5.002511427588234e-09,3.0081746784444755e-29,2.569972432217176e-29,1.3078186995760846e-27,-4.892509504541301e-27,8.164405820898074e-28,2.1702406047736602e-30,3.919191975615413e-08,0.8500005732902237,1.6911962860614585e-15,1.1295775708626716e-17,2.3638048875350017e-24,1.6568155425873526e-25,4.078128690290151e-26,9.164120513410876e-39,7.138305450050011e-39,2.1926754433163315e-42,7.982839849021922e-44,1.2038316634430205e-50,3.589266168510267e-53,4.40692953951489e-34,4.561357559100914e-34,1.7364331066845091e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.839522962374151e-74,2.775156506936824e-76,1.1635362337572984e-39,2.4287406245381994e-42
1.1391121903577872e-10,0.04999911263680224,1.2182104962604015e-07,3.235189410184467e-08,0.09999842373092206,6.748037499831278e-08,2.2982369154804332e-08,1.6015119310600667e-06,5.002511427588234e-09,3.0081746784444755e-29,1.848508018530752e-18,1.3078186995760846e-27,-4.892509504541301e-27,8.164405820898074e-28,2.1702406047736602e-30,3.919191975615413e-08,0.8500005732902237,1.6911962860614585e-15,1.1295775708626716e-17,2.3638048875350017e-24,1.6568155425873526e-25,4.078128690290151e-26,9.164120513410876e-39,7.138305450050011e-39,2.1926754433163315e-42,7.982839849021922e-44,1.2038316634430205e-50,3.589266168510267e-53,4.40692953951489e-34,4.561357559100914e-34,1.7364331066845091e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.839522962374151e-74,2.775156506936824e-76,1.1635362337572984e-39,2.4287406245381994e-42
1.1391121903577872e-10,0.04999911263680224,1.2182104962604015e-07,3.235189410184467e-08,0.09999842373092206,6.748037499831278e-08,2.2982369154804332e-08,1.6015119310600667e-06,5.002511427588234e-09,3.0081746784444755e-29,2.569972432217176e-29,1.3078186995760846e-27,-4.892509504541301e-27,8.164405820898074e-28,2.1702406047736602e-30,3.9191920340159245e-08,0.8500005732902237,1.6911962860614585e-15,1.1295775708626716e-17,2.3638048875350017e-24,1.6568155425873526e-25,4.078128690290151e-26,9.164120513410876e-39,7.138305450050011e-39,2.1926754433163315e-42,7.982839849021922e-44,1.2038316634430205e-50,3.589266168510267e-53,4.40692953951489e-34,4.561357559100914e-34,1.7364331066845091e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.839522962374151e-74,2.775156506936824e-76,1.1635362337572984e-39,2.4287406245381994e-42
1.1391121903577872e-10,0.04999911263680224,1.2182104962604015e-07,3.235189410184467e-08,0.09999842373092206,6.748037499831278e-08,2.2982369154804332e-08,1.6015119310600667e-06,5.002511427588234e-09,3.0081746784444755e-29,2.569972432217176e-29,1.3078186995760846e-27,-4.892509504541301e-27,8.164405820898074e-28,2.1702406047736602e-30,3.919191975615413e-08,0.8500005732902237,1.6911962860614585e-15,1.1295775708626716e-17,2.3638048875350017e-24,1.8485081841866066e-18,4.078128690290151e-26,9.164120513410876e-39,7.138305450050011e-39,2.1926754433163315e-42,7.982839849021922e-44,1.2038316634430205e-50,3.589266168510267e-53,4.40692953951489e-34,4.561357559100914e-34,1.7364331066845091e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.839522962374151e-74,2.775156506936824e-76,1.1635362337572984e-39,2.4287406245381994e-42
1.1391121903577872e-10,0.04999911263680224,1.2182104962604015e-07,3.235189410184467e-08,0.09999842373092206,6.748037499831278e-08,2.2982369154804332e-08,1.6015119310600667e-06,5.002511427588234e-09,3.0081746784444755e-29,2.569972432217176e-29,1.3078186995760846e-27,-4.892509504541301e-27,8.164405820898074e-28,2.1702406047736602e-30,3.919191975615413e-08,0.8500005732902237,1.6911962860614585e-15,1.1295775708626716e-17,2.3638048875350017e-24,1.6568155425873526e-25,4.078128690290151e-26,9.164120513410876e-39,7.138305450050011e-39,2.1926754433163315e-42,1.8485080185050523e-18,1.2038316634430205e-50,3.589266168510267e-53,4.40692953951489e-34,4.561357559100914e-34,1.7364331066845091e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.839522962374151e-74,2.775156506936824e-76,1.1635362337572984e-39,2.4287406245381994e-42
1.1391121903577872e-10,0.04999911263680224,1.2182104962604015e-07,3.235189410184467e-08,0.09999842373092206,6.748037499831278e-08,2.2982369154804332e-08,1.6015119310600667e-06,5.002511427588234e-09,3.0081746784444755e-29,2.569972432217176e-29,1.3078186995760846e-27,-4.892509504541301e-27,8.164405820898074e-28,2.1702406047736602e-30,3.919191975615413e-08,0.8500005732902237,1.6911962860614585e-15,1.1295775708626716e-17,2.3638048875350017e-24,1.6568155425873526e-25,4.078128690290151e-26,9.164120513410876e-39,7.138305450050011e-39,2.1926754433163315e-42,7.982839849021922e-44,1.2038316634430205e-50,3.589266168510267e-53,4.40692953951489e-34,4.561357559100914e-34,1.8485080185050523e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.839522962374151e-74,2.775156506936824e-76,1.1635362337572984e-39,2.4287406245381994e-42
1.1391121903577872e-10,0.04999911263680224,1.2182104962604015e-07,3.235189410184467e-08,0.09999842373092206,6.748037499831278e-08,2.2982369154804332e-08,1.6015119310600667e-06,5.002511427588234e-09,3.0081746784444755e-29,2.569972432217176e-29,1.3078186995760846e-27,-4.892509504541301e-27,8.164405820898074e-28,2.1702406047736602e-30,3.919191975615413e-08,0.8500005732902237,1.6911962860614585e-15,1.1295775708626716e-17,2.3638048875350017e-24,1.6568155425873526e-25,4.078128690290151e-26,9.164120513410876e-39,7.138305450050011e-39,2.1926754433163315e-42,7.982839849021922e-44,1.2038316634430205e-50,3.589266168510267e-53,4.40692953951489e-34,4.561357559100914e-34,1.7364331066845091e-43,0.0,0.0,0.0,0.0,1.8485080185050523e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.839522962374151e-74,2.775156506936824e-76,1.1635362337572984e-39,2.4287406245381994e-42
1.1391121903577872e-10,0.04999911263680224,1.2182104962604015e-07,3.235189410184467e-08,0.09999842373092206,6.748037499831278e-08,2.2982369154804332e-08,1.6015119310600667e-06,5.002511427588234e-09,3.0081746784444755e-29,2.569972432217176e-29,1.3078186995760846e-27,-4.892509504541301e-27,8.164405820898074e-28,2.1702406047736602e-30,3.919191975615413e-08,0.8500005732902237,1.6911962860614585e-15,1.1295775708626716e-17,2.3638048875350017e-24,1.6568155425873526e-25,4.078128690290151e-26,9.164120513410876e-39,7.138305450050011e-39,2.1926754433163315e-42,7.982839849021922e-44,1.2038316634430205e-50,3.589266168510267e-53,4.40692953951489e-34,4.561357559100914e-34,1.7364331066845091e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8485080185050523e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.839522962374151e-74,2.775156506936824e-76,1.1635362337572984e-39,2.4287406245381994e-42
1.1391121903577872e-10,0.04999911263680224,1.2182104962604015e-07,3.235189410184467e-08,0.09999842373092206,6.748037499831278e-08,2.2982369154804332e-08,1.6015119310600667e-06,5.002511427588234e-09,3.0081746784444755e-29,2.569972432217176e-29,1.3078186995760846e-27,-4.892509504541301e-27,8.164405820898074e-28,2.1702406047736602e-30,3.919191975615413e-08,0.8500005732902237,1.6911962860614585e-15,1.1295775708626716e-17,2.3638048875350017e-24,1.6568155425873526e-25,4.078128690290151e-26,9.164120513410876e-39,7.138305450050011e-39,2.1926754433163315e-42,7.982839849021922e-44,1.2038316634430205e-50,3.589266168510267e-53,4.40692953951489e-34,4.561357559100914e-34,1.7364331066845091e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8485080185050523e-18,0.0,0.0,0.0,0.0,7.839522962374151e-74,2.775156506936824e-76,1.1635362337572984e-39,2.4287406245381994e-42
