Time (s),Temperature (K),Pressure (Pa)
3.325234704687876e-10,1999.9977832660938,145847716.3961792
3.632371387787408e-10,1999.9977213661518,145847663.08126083
3.875489597916047e-10,1999.9976821074858,145847621.25507927
3.875489597916047e-10,1999.9976821074858,145847621.218608
3.875489597916047e-10,1999.9976821074858,145847621.21860784
3.875489597916047e-10,1999.9976821074858,145847622.1671245
3.875489597916047e-10,1999.9976821074858,145847621.21860784
3.875489597916047e-10,1999.9976821074858,145847621.21860784
3.875489597916047e-10,1999.9976821074858,145847621.21860784
3.875489597916047e-10,1999.9976821074858,145847621.21860784
3.875489597916047e-10,1999.9976821074858,145847621.21860784
3.875489597916047e-10,1999.9976821074858,145847621.21860784
3.875489597916047e-10,1999.9976821074858,145847621.21860784
3.875489597916047e-10,1999.9976821064804,145847621.21856895
4.604844228301965e-10,1999.9976127104978,145847497.30448225
4.963912656156961e-10,1999.997603674852,145847437.16389513
5.566099294140596e-10,1999.9976234792512,145847337.49646473
6.523196531872633e-10,1999.997740542939,145847181.99668646
7.001745150738651e-10,1999.9978369739647,145847105.53289187
7.907559320852688e-10,1999.9980869809397,145846963.09469268
8.511435434262046e-10,1999.998302346219,145846869.80002385
8.813373490966725e-10,1999.9984246476147,145846823.69162297
8.813373490966725e-10,1999.9984246476147,145846823.65515625
8.813373490966725e-10,1999.9984246476147,145846823.6551555
8.813373490966725e-10,1999.9984246476147,145846824.60366505
8.813373490966725e-10,1999.9984246476147,145846823.6551555
8.813373490966725e-10,1999.9984246476147,145846823.6551555
8.813373490966725e-10,1999.9984246476147,145846823.6551555
8.813373490966725e-10,1999.9984246476147,145846823.6551555
8.813373490966725e-10,1999.9984246476147,145846823.6551555
8.813373490966725e-10,1999.9984246476147,145846823.6551555
8.813373490966725e-10,1999.9984246476147,145846823.6551555
8.813373490966725e-10,1999.9984246478439,145846823.6551647
9.719187661080763e-10,1999.9988504799446,145846687.26001108
1.0402184106739627e-09,1999.9992307706993,145846586.48144794
1.1426678775227922e-09,1999.999898895194,145846438.75997418
1.2158787460325191e-09,2000.0004500176972,145846335.82463008
1.3330618847128705e-09,2000.001464330157,145846175.83570048
1.4549695450929177e-09,2000.0026987503627,145846013.16969585
1.4549695450929177e-09,2000.0026987503627,145846016.05060017
1.4549695450929177e-09,2000.0026987503627,145846015.9490224
1.4549695450929177e-09,2000.0026987503627,145846015.9490224
1.4549695450929177e-09,2000.0026987503627,145846015.9490224
1.4549695450929177e-09,2000.0026987503627,145846015.9490224
1.4549695450929177e-09,2000.0026987503627,145846015.9490224
1.4549695450929177e-09,2000.0026987503627,145846015.9490224
1.4549695450929177e-09,2000.0026987503627,145846015.9490224
1.4549695450929177e-09,2000.0026987503627,145846015.9490224
1.4549695450929177e-09,2000.0026987503627,145846015.9490224
1.4549695450929177e-09,2000.0027285527253,145846018.21970147
1.4904720982288659e-09,2000.003093751317,145845970.6979036
1.5969797576367102e-09,2000.0043779406615,145845838.64523497
1.5969797576367102e-09,2000.0043779432804,145845838.6818925
1.5969797576367102e-09,2000.0043779432804,145845838.6454341
1.5969797576367102e-09,2000.0043779432804,145845838.64543197
1.5969797576367102e-09,2000.0043779432804,145845839.59393212
1.5969797576367102e-09,2000.0043779432804,145845838.64543197
1.5969797576367102e-09,2000.0043779432804,145845838.64543197
1.5969797576367102e-09,2000.0043779432804,145845838.64543197
1.5969797576367102e-09,2000.0043779432804,145845838.64543197
1.5969797576367102e-09,2000.0043779432804,145845838.64543197
1.5969797576367102e-09,2000.0043779432804,145845838.64543197
1.5969797576367102e-09,2000.0043779432804,145845838.64543197
1.5969797576367102e-09,2000.0043779318696,145845838.64457327
1.5685777151279516e-09,2000.0040207450793,145845870.52756083
1.5685777151279516e-09,2000.0040207450793,145845873.40845874
1.5685777151279516e-09,2000.0040207450793,145845873.30688345
1.5685777151279516e-09,2000.0040207450793,145845873.30688345
1.5685777151279516e-09,2000.0040207450793,145845873.30688345
1.5685777151279516e-09,2000.0040207450793,145845873.30688345
1.5685777151279516e-09,2000.0040207450793,145845873.30688345
1.5685777151279516e-09,2000.0040207450793,145845873.30688345
1.5685777151279516e-09,2000.0040207450793,145845873.30688345
1.5685777151279516e-09,2000.0040207450793,145845873.30688345
1.5685777151279516e-09,2000.0040207450793,145845873.30688345
1.5685777151279516e-09,2000.0040505474617,145845875.57756138
1.562187255563481e-09,2000.0039418627816,145845881.16157734
1.562187255563481e-09,2000.0039418627816,145845881.16157752
1.562187255563481e-09,2000.0039418627816,145845881.16157806
1.562187255563481e-09,2000.0039418627816,145845881.16157734
1.562187255563481e-09,2000.0039418627816,145845881.16157734
1.562187255563481e-09,2000.0039418627816,145845881.16157734
1.562187255563481e-09,2000.0039418627816,145845881.16157734
1.562187255563481e-09,2000.0039418627816,145845881.16157734
1.562187255563481e-09,2000.0039418627816,145845881.16157734
1.562187255563481e-09,2000.0039418627816,145845881.16157734
1.562187255563481e-09,2000.0039418627816,145845881.16157734
1.562187255563481e-09,2000.0039418627816,145845881.16157734
1.561548209607034e-09,2000.0039340084104,145845881.9483255
1.561548209607034e-09,2000.0039340084104,145845881.94832575
1.561548209607034e-09,2000.0039340084104,145845881.94834727
1.561548209607034e-09,2000.0039340084104,145845881.9483255
1.561548209607034e-09,2000.0039340084104,145845881.9483255
1.561548209607034e-09,2000.0039340084104,145845881.9483255
1.561548209607034e-09,2000.0039340084104,145845881.9483255
1.561548209607034e-09,2000.0039340084104,145845881.9483255
1.561548209607034e-09,2000.0039340084104,145845881.9483255
1.561548209607034e-09,2000.0039340084104,145845881.9483255
1.561548209607034e-09,2000.0039340084104,145845881.9483255
1.561548209607034e-09,2000.0039340084104,145845881.9483255
1.5616192147133058e-09,2000.003934881253,145845881.86091408
1.5617612249258494e-09,2000.0039366272067,145845881.6861014
1.5619742402446651e-09,2000.003939246473,145845878.64457184
1.5619742402446651e-09,2000.003939246473,145845881.52547014
1.5619742402446651e-09,2000.003939246473,145845881.42389473
1.5619742402446651e-09,2000.003939246473,145845881.42389473
1.5619742402446651e-09,2000.003939246473,145845881.42389473
1.5619742402446651e-09,2000.003939246473,145845881.42389473
1.5619742402446651e-09,2000.003939246473,145845881.42389473
1.5619742402446651e-09,2000.003939246473,145845881.42389473
1.5619742402446651e-09,2000.003939246473,145845881.42389473
1.5619742402446651e-09,2000.003939246473,145845881.42389473
1.5619742402446651e-09,2000.003939246473,145845881.42389473
1.5619742402446651e-09,2000.003969048854,145845883.69457284
1.5636783627951908e-09,2000.0039602221095,145845879.32704833
1.5636783627951908e-09,2000.0039602221095,145845879.32704854
1.5636783627951908e-09,2000.0039602221095,145845879.32704905
1.5636783627951908e-09,2000.0039602221095,145845879.32704833
1.5636783627951908e-09,2000.0039602221095,145845879.32704833
1.5636783627951908e-09,2000.0039602221095,145845879.32704833
1.5636783627951908e-09,2000.0039602221095,145845879.32704833
1.5636783627951908e-09,2000.0039602221095,145845879.32704833
1.5636783627951908e-09,2000.0039602221095,145845879.32704833
1.5636783627951908e-09,2000.0039602221095,145845879.32704833
1.5636783627951908e-09,2000.0039602221095,145845879.32704833
1.5636783627951908e-09,2000.0039602221095,145845879.32704833
1.571164612978727e-09,2000.00405282769,145845870.13276735
1.571164612978727e-09,2000.00405282769,145845870.1327676
1.571164612978727e-09,2000.00405282769,145845870.13278925
1.571164612978727e-09,2000.00405282769,145845870.13276735
1.571164612978727e-09,2000.00405282769,145845870.13276735
1.571164612978727e-09,2000.00405282769,145845870.13276735
1.571164612978727e-09,2000.00405282769,145845870.13276735
1.571164612978727e-09,2000.00405282769,145845870.13276735
1.571164612978727e-09,2000.00405282769,145845870.13276735
1.571164612978727e-09,2000.00405282769,145845870.13276735
1.571164612978727e-09,2000.00405282769,145845870.13276735
1.571164612978727e-09,2000.00405282769,145845870.13276735
1.5758106589113875e-09,2000.0041106766305,145845864.4408412
1.5955228831742354e-09,2000.0043593392907,145845837.6328107
1.5955228831742354e-09,2000.0043593392907,145845840.51370713
1.5955228831742354e-09,2000.0043593392907,145845840.4121324
1.5955228831742354e-09,2000.0043593392907,145845840.4121324
1.5955228831742354e-09,2000.0043593392907,145845840.4121324
1.5955228831742354e-09,2000.0043593392907,145845840.4121324
1.5955228831742354e-09,2000.0043593392907,145845840.4121324
1.5955228831742354e-09,2000.0043593392907,145845840.4121324
1.5955228831742354e-09,2000.0043593392907,145845840.4121324
1.5955228831742354e-09,2000.0043593392907,145845840.4121324
1.5955228831742354e-09,2000.0043593392907,145845840.4121324
1.5955228831742354e-09,2000.004389141678,145845842.68281016
1.653795951391335e-09,2000.0051252199175,145845770.53805918
1.653795951391335e-09,2000.0051252199175,145845770.53805944
1.653795951391335e-09,2000.0051252199175,145845770.53808233
1.653795951391335e-09,2000.0051252199175,145845770.53805918
1.653795951391335e-09,2000.0051252199175,145845770.53805918
1.653795951391335e-09,2000.0051252199175,145845770.53805918
1.653795951391335e-09,2000.0051252199175,145845770.53805918
1.653795951391335e-09,2000.0051252199175,145845770.53805918
1.653795951391335e-09,2000.0051252199175,145845770.53805918
1.653795951391335e-09,2000.0051252199175,145845770.53805918
1.653795951391335e-09,2000.0051252199175,145845770.53805918
1.653795951391335e-09,2000.0051252199175,145845770.53805918
1.6808086224158535e-09,2000.0054960426194,145845738.74458465
1.7348339644648907e-09,2000.0062681839258,145845676.3150677
1.7807961869833495e-09,2000.006957553206,145845624.47651434
1.7807961869833495e-09,2000.006957553206,145845624.44005847
1.7807961869833495e-09,2000.006957553206,145845624.44005582
1.7807961869833495e-09,2000.006957553206,145845625.38855374
1.7807961869833495e-09,2000.006957553206,145845624.44005582
1.7807961869833495e-09,2000.006957553206,145845624.44005582
1.7807961869833495e-09,2000.006957553206,145845624.44005582
1.7807961869833495e-09,2000.006957553206,145845624.44005582
1.7807961869833495e-09,2000.006957553206,145845624.44005582
1.7807961869833495e-09,2000.006957553206,145845624.44005582
1.7807961869833495e-09,2000.006957553206,145845624.44005582
1.7807961869833495e-09,2000.0069575534003,145845624.44007543
1.9186828545387255e-09,2000.009209487305,145845475.86909762
2.0249265682936904e-09,2000.0111386209453,145845371.67760158
2.0249265682936904e-09,2000.0111386209453,145845368.89829412
2.0249265682936904e-09,2000.0111386209453,145845368.89829344
2.0249265682936904e-09,2000.0111386209453,145845368.8982952
2.0249265682936904e-09,2000.0111386209453,145845368.89829344
2.0249265682936904e-09,2000.0111386209453,145845368.89829344
2.0249265682936904e-09,2000.0111386209453,145845368.89829344
2.0249265682936904e-09,2000.0111386209453,145845368.89829344
2.0249265682936904e-09,2000.0111386209453,145845368.89829344
2.0249265682936904e-09,2000.0111386209453,145845368.89829344
2.0249265682936904e-09,2000.0111386209453,145845368.89829344
2.0249265682936904e-09,2000.0111386209453,145845368.89829344
2.145489550766703e-09,2000.013540099711,145845255.80638066
2.3325532897741856e-09,2000.0177317962987,145845098.71661833
2.4655548028431256e-09,2000.021071297332,145845001.35823196
2.754984761379123e-09,2000.0294294849734,145844833.61719552
2.754984761379123e-09,2000.0294294849734,145844833.61719587
2.754984761379123e-09,2000.0294294849734,145844833.61723658
2.754984761379123e-09,2000.0294294849734,145844833.61719552
2.754984761379123e-09,2000.0294294849734,145844833.61719552
2.754984761379123e-09,2000.0294294849734,145844833.61719552
2.754984761379123e-09,2000.0294294849734,145844833.61719552
2.754984761379123e-09,2000.0294294849734,145844833.61719552
2.754984761379123e-09,2000.0294294849734,145844833.61719552
2.754984761379123e-09,2000.0294294849734,145844833.61719552
2.754984761379123e-09,2000.0294294849734,145844833.61719552
2.754984761379123e-09,2000.0294294849734,145844833.61719552
2.844912450311711e-09,2000.0323448692436,145844794.51855683
3.114695517109474e-09,2000.0420482541572,145844716.87254354
3.31182223732558e-09,2000.0500889225086,145844699.93504766
3.6334193311761344e-09,2000.0650417245474,145844750.2578644
3.8478173937431716e-09,2000.0763485321984,145844841.3965232
4.169414487593727e-09,2000.0954509334697,145845071.63784766
4.383812550160765e-09,2000.1096955694618,145845291.8615572
4.70540964401132e-09,2000.1334722556028,145845730.15906313
4.812608675294839e-09,2000.1420704339025,145845909.46957877
4.812608675294839e-09,2000.1420704339025,145845906.69030604
4.812608675294839e-09,2000.1420704339025,145845906.69030377
4.812608675294839e-09,2000.1420704339025,145845906.69031173
4.812608675294839e-09,2000.1420704339025,145845906.69030377
4.812608675294839e-09,2000.1420704339025,145845906.69030377
4.812608675294839e-09,2000.1420704339025,145845906.69030377
4.812608675294839e-09,2000.1420704339025,145845906.69030377
4.812608675294839e-09,2000.1420704339025,145845906.69030377
4.812608675294839e-09,2000.1420704339025,145845906.69030377
4.812608675294839e-09,2000.1420704339025,145845906.69030377
4.812608675294839e-09,2000.1420704339025,145845906.69030377
5.027006737861876e-09,2000.1603220792938,145846307.95802346
5.348603831712432e-09,2000.1904574332657,145847037.03308243
5.563001894279469e-09,2000.212481896503,145847613.2316195
5.884598988130025e-09,2000.2485892596385,145848622.34872818
6.098997050697062e-09,2000.2748097381836,145849397.4663532
6.420594144547618e-09,2000.3175431850689,145850724.0729369
6.634992207114655e-09,2000.3484079029947,145851724.02831593
6.865640387585436e-09,2000.3838340144139,145852908.87780136
6.865640387585436e-09,2000.3838340153322,145852908.9142096
6.865640387585436e-09,2000.3838340153322,145852908.8779274
6.865640387585436e-09,2000.3838340153322,145852908.87787017
6.865640387585436e-09,2000.3838340153322,145852909.82638454
6.865640387585436e-09,2000.3838340153322,145852908.87787017
6.865640387585436e-09,2000.3838340153322,145852908.87787017
6.865640387585436e-09,2000.3838340153322,145852908.87787017
6.865640387585436e-09,2000.3838340153322,145852908.87787017
6.865640387585436e-09,2000.3838340153322,145852908.87787017
6.865640387585436e-09,2000.3838340153322,145852908.87787017
6.865640387585436e-09,2000.3838340153322,145852908.87787017
6.865640387585436e-09,2000.3838340130983,145852908.87770602
6.927726319579997e-09,2000.3937753218875,145853247.83867136
7.2987964819436425e-09,2000.4569154255125,145855459.13789752
7.460074487057877e-09,2000.4864143770585,145856523.3481041
7.460074487057877e-09,2000.4864143770585,145856523.34810507
7.460074487057877e-09,2000.4864143770585,145856523.34811708
7.460074487057877e-09,2000.4864143770585,145856523.3481041
7.460074487057877e-09,2000.4864143770585,145856523.3481041
7.460074487057877e-09,2000.4864143770585,145856523.34810412
7.460074487057877e-09,2000.4864143770585,145856523.34810412
7.460074487057877e-09,2000.4864143770585,145856523.3481041
7.460074487057877e-09,2000.4864143770585,145856523.3481041
7.460074487057877e-09,2000.4864143770585,145856523.34810412
7.460074487057877e-09,2000.4864143770585,145856523.3481041
7.460074487057877e-09,2000.4864143770585,145856523.34810412
7.405266115439218e-09,2000.4762460474824,145856154.45607585
7.405266115439218e-09,2000.4762460474824,145856154.45607683
7.405266115439218e-09,2000.4762460474824,145856154.45608866
7.405266115439218e-09,2000.4762460474824,145856154.45607585
7.405266115439218e-09,2000.4762460474824,145856154.45607585
7.405266115439218e-09,2000.4762460474824,145856154.45607585
7.405266115439218e-09,2000.4762460474824,145856154.45607585
7.405266115439218e-09,2000.4762460474824,145856154.45607585
7.405266115439218e-09,2000.4762460474824,145856154.45607585
7.405266115439218e-09,2000.4762460474824,145856154.45607585
7.405266115439218e-09,2000.4762460474824,145856154.45607585
7.405266115439218e-09,2000.4762460474824,145856154.45607585
7.4189682083438824e-09,2000.4787741912835,145856245.97538894
7.484954157443103e-09,2000.49107941383,145856693.28995767
7.484954157443103e-09,2000.49107941383,145856693.2899589
7.484954157443103e-09,2000.49107941383,145856693.2901044
7.484954157443103e-09,2000.49107941383,145856693.2899577
7.484954157443103e-09,2000.49107941383,145856693.2899577
7.484954157443103e-09,2000.49107941383,145856693.2899577
7.484954157443103e-09,2000.49107941383,145856693.2899577
7.484954157443103e-09,2000.49107941383,145856693.28995767
7.484954157443103e-09,2000.49107941383,145856693.2899577
7.484954157443103e-09,2000.49107941383,145856693.28995767
7.484954157443103e-09,2000.49107941383,145856693.28995767
7.484954157443103e-09,2000.49107941383,145856693.28995767
7.509833827828332e-09,2000.4957753705253,145856864.79584816
7.600364779846845e-09,2000.513125685679,145857502.1818406
7.600364779846845e-09,2000.513125685679,145857502.18184182
7.600364779846845e-09,2000.513125685679,145857502.1819904
7.600364779846845e-09,2000.513125685679,145857502.1818406
7.600364779846845e-09,2000.513125685679,145857502.1818406
7.600364779846845e-09,2000.513125685679,145857502.1818406
7.600364779846845e-09,2000.513125685679,145857502.1818406
7.600364779846845e-09,2000.513125685679,145857502.1818406
7.600364779846845e-09,2000.513125685679,145857502.1818406
7.600364779846845e-09,2000.513125685679,145857502.1818406
7.600364779846845e-09,2000.513125685679,145857502.1818406
7.600364779846845e-09,2000.513125685679,145857502.1818406
7.641136391094902e-09,2000.5210754116615,145857796.12861657
7.763451224839072e-09,2000.545437468059,145858704.07123914
7.820701315077795e-09,2000.5571076081478,145859142.71457368
7.820701315077795e-09,2000.5571076081478,145859142.67835626
7.820701315077795e-09,2000.5571076081478,145859142.6782755
7.820701315077795e-09,2000.5571076081478,145859143.62682322
7.820701315077795e-09,2000.5571076081478,145859142.6782755
7.820701315077795e-09,2000.5571076081478,145859142.6782755
7.820701315077795e-09,2000.5571076081478,145859142.6782755
7.820701315077795e-09,2000.5571076081478,145859142.6782755
7.820701315077795e-09,2000.5571076081478,145859142.6782755
7.820701315077795e-09,2000.5571076081478,145859142.6782755
7.820701315077795e-09,2000.5571076081478,145859142.6782755
7.820701315077795e-09,2000.5571076080728,145859142.67827612
7.992451585793965e-09,2000.593159479553,145860511.83675975
8.140343410159024e-09,2000.6254789591724,145861756.40222433
8.140343410159024e-09,2000.6254789591724,145861756.40222543
8.140343410159024e-09,2000.6254789591724,145861756.40223992
8.140343410159024e-09,2000.6254789591724,145861756.40222433
8.140343410159024e-09,2000.6254789591724,145861756.40222433
8.140343410159024e-09,2000.6254789591724,145861756.40222433
8.140343410159024e-09,2000.6254789591724,145861756.40222433
8.140343410159024e-09,2000.6254789591724,145861756.40222433
8.140343410159024e-09,2000.6254789591724,145861756.40222433
8.140343410159024e-09,2000.6254789591724,145861756.40222433
8.140343410159024e-09,2000.6254789591724,145861756.40222433
8.140343410159024e-09,2000.6254789591724,145861756.40222433
8.23098514428536e-09,2000.6458827093365,145862549.93841714
8.502910346664368e-09,2000.709876447696,145865075.0367785
8.68419381491704e-09,2000.75491734603,145866882.64046827
9.091995377696416e-09,2000.863465783359,145871329.65147096
9.31851347222312e-09,2000.928235801758,145874037.47014582
9.684233491194989e-09,2001.0398302717992,145878785.78059226
9.684233491194989e-09,2001.0398302717992,145878785.780594
9.684233491194989e-09,2001.0398302717992,145878785.7808021
9.684233491194989e-09,2001.0398302717992,145878785.78059226
9.684233491194989e-09,2001.0398302717992,145878785.78059226
9.684233491194989e-09,2001.0398302717992,145878785.78059226
9.684233491194989e-09,2001.0398302717992,145878785.78059226
9.684233491194989e-09,2001.0398302717992,145878785.78059226
9.684233491194989e-09,2001.0398302717992,145878785.7805923
9.684233491194989e-09,2001.0398302717992,145878785.78059226
9.684233491194989e-09,2001.0398302717992,145878785.7805923
9.684233491194989e-09,2001.0398302717992,145878785.7805923
9.823435415640154e-09,2001.0846476056213,145880719.5158921
1.0101839264530482e-08,2001.178264198854,145884803.47155228
1.0519445037865975e-08,2001.3289185563178,145891489.68336493
1.0797848886756304e-08,2001.4363763759277,145896334.96246395
1.1215454660091797e-08,2001.6084133684903,145904207.68527022
1.1330264884213782e-08,2001.6580369405551,145906502.60542282
1.1674695556579737e-08,2001.8130396882493,145913733.7297582
1.1904316004823707e-08,2001.9215502883285,145918848.32576656
1.2248746677189662e-08,2002.092194212675,145926970.50624925
1.2248746677189662e-08,2002.092194212675,145926970.50625175
1.2248746677189662e-08,2002.092194212675,145926970.50653648
1.2248746677189662e-08,2002.092194212675,145926970.5062493
1.2248746677189662e-08,2002.092194212675,145926970.50624928
1.2248746677189662e-08,2002.092194212675,145926970.50624928
1.2248746677189662e-08,2002.092194212675,145926970.50624928
1.2248746677189662e-08,2002.092194212675,145926970.50624928
1.2248746677189662e-08,2002.092194212675,145926970.50624928
1.2248746677189662e-08,2002.092194212675,145926970.50624928
1.2248746677189662e-08,2002.092194212675,145926970.50624928
1.2248746677189662e-08,2002.092194212675,145926970.50624928
1.2363556901311647e-08,2002.1511960084285,145929799.68931264
1.2593177349555617e-08,2002.272405333425,145935643.04333812
1.2937608021921572e-08,2002.462283191301,145944875.52487925
1.3167228470165542e-08,2002.5942738062854,145951345.46668276
1.3511659142531497e-08,2002.800398787289,145961527.2915609
1.3741279590775467e-08,2002.9432482323111,145968635.01485187
1.4085710263141422e-08,2003.165664010957,145979778.3832072
1.4315330711385392e-08,2003.3193536058118,145987528.95151383
1.4544951159629362e-08,2003.4773532428928,145995533.93060914
1.4544951159629362e-08,2003.4773532428928,145995536.81317744
1.4544951159629362e-08,2003.4773532428928,145995536.7123036
1.4544951159629362e-08,2003.4773532428928,145995536.7123036
1.4544951159629362e-08,2003.4773532428928,145995536.7123036
1.4544951159629362e-08,2003.4773532428928,145995536.7123036
1.4544951159629362e-08,2003.4773532428928,145995536.7123036
1.4544951159629362e-08,2003.4773532428928,145995536.71230358
1.4544951159629362e-08,2003.4773532428928,145995536.7123036
1.4544951159629362e-08,2003.4773532428928,145995536.7123036
1.4544951159629362e-08,2003.4773532428928,145995536.71230358
1.4544951159629362e-08,2003.4773830970319,145995538.98535258
1.4774571607873332e-08,2003.639639588509,146003801.1282381
1.50041920561173e-08,2003.80618395759,146012321.2958959
1.534862272848325e-08,2004.0639090670477,146025578.238218
1.5578243176727218e-08,2004.240940187763,146034731.545535
1.5949251799378344e-08,2004.5356612858634,146050048.04341856
1.6205450197907488e-08,2004.7453453261348,146061000.17090073
1.6602814924874653e-08,2005.0803273537283,146078583.2605155
1.702631391018872e-08,2005.4500954498835,146098104.39213917
1.702631391018872e-08,2005.4500954498835,146098104.3921423
1.702631391018872e-08,2005.4500954498835,146098104.39220342
1.702631391018872e-08,2005.4500954498835,146098104.39213926
1.702631391018872e-08,2005.4500954498835,146098104.3921393
1.702631391018872e-08,2005.4500954498835,146098104.39213923
1.702631391018872e-08,2005.4500954498835,146098104.39213926
1.702631391018872e-08,2005.4500954498835,146098104.39213923
1.702631391018872e-08,2005.4500954498835,146098104.39213923
1.702631391018872e-08,2005.4500954498835,146098104.39213926
1.702631391018872e-08,2005.4500954498835,146098104.39213926
1.702631391018872e-08,2005.4500954498835,146098104.39213926
1.7167480238626742e-08,2005.5762085621714,146104786.96914113
1.759097922394081e-08,2005.9629003822424,146125349.03768113
1.7873311880816854e-08,2006.2274935622497,146139476.45294774
1.829681086613092e-08,2006.6342496133245,146161277.35902414
1.8579143523006965e-08,2006.911800704879,146176206.18031266
1.9002642508321032e-08,2007.3373568054633,146199171.31876084
1.9284975165197076e-08,2007.6270145053743,146214850.6034908
1.9708474150511143e-08,2008.0700917235429,146238902.50869283
1.9849640478949165e-08,2008.2200077126192,146247060.56811783
1.9849640478949165e-08,2008.2200077126192,146247057.78207833
1.9849640478949165e-08,2008.2200077126192,146247057.78205594
1.9849640478949165e-08,2008.2200077126192,146247057.7822449
1.9849640478949165e-08,2008.2200077126192,146247057.78205597
1.9849640478949165e-08,2008.2200077126192,146247057.78205594
1.9849640478949165e-08,2008.2200077126192,146247057.78205597
1.9849640478949165e-08,2008.2200077126192,146247057.78205594
1.9849640478949165e-08,2008.2200077126192,146247057.78205597
1.9849640478949165e-08,2008.2200077126192,146247057.782056
1.9849640478949165e-08,2008.2200077126192,146247057.78205597
1.9849640478949165e-08,2008.2200077126192,146247057.7820559
2.013197313582521e-08,2008.5230755145826,146263569.0914894
2.0555472121139277e-08,2008.9855226906745,146288822.6620954
