Time (s),2 O + M <=> O2 + M,H + O + M <=> OH + M,H2 + O <=> H + OH,HO2 + O <=> O2 + OH,H2O2 + O <=> HO2 + OH,CH + O <=> CO + H,CH2 + O <=> H + HCO,CH2(S) + O <=> CO + H2,CH2(S) + O <=> H + HCO,CH3 + O <=> CH2O + H,CH4 + O <=> CH3 + OH,CO + O (+M) <=> CO2 (+M),HCO + O <=> CO + OH,HCO + O <=> CO2 + H,CH2O + O <=> HCO + OH,CH2OH + O <=> CH2O + OH,CH3O + O <=> CH2O + OH,CH3OH + O <=> CH2OH + OH,CH3OH + O <=> CH3O + OH,C2H + O <=> CH + CO,C2H2 + O <=> H + HCCO,C2H2 + O <=> C2H + OH,C2H2 + O <=> CH2 + CO,C2H3 + O <=> CH2CO + H,C2H4 + O <=> CH3 + HCO,C2H5 + O <=> CH2O + CH3,C2H6 + O <=> C2H5 + OH,HCCO + O <=> 2 CO + H,CH2CO + O <=> HCCO + OH,CH2CO + O <=> CH2 + CO2,CO + O2 <=> CO2 + O,CH2O + O2 <=> HCO + HO2,H + O2 + M <=> HO2 + M,H + O2 + O2 <=> HO2 + O2,H + O2 + H2O <=> HO2 + H2O,H + O2 + N2 <=> HO2 + N2,H + O2 + AR <=> HO2 + AR,H + O2 <=> O + OH,2 H + M <=> H2 + M,2 H + H2 <=> H2 + H2,2 H + H2O <=> H2 + H2O,2 H + CO2 <=> H2 + CO2,H + OH + M <=> H2O + M,H + HO2 <=> H2O + O,H + HO2 <=> H2 + O2,H + HO2 <=> 2 OH,H + H2O2 <=> H2 + HO2,H + H2O2 <=> H2O + OH,CH + H <=> C + H2,CH2 + H (+M) <=> CH3 (+M),CH2(S) + H <=> CH + H2,CH3 + H (+M) <=> CH4 (+M),CH4 + H <=> CH3 + H2,H + HCO (+M) <=> CH2O (+M),H + HCO <=> CO + H2,CH2O + H (+M) <=> CH2OH (+M),CH2O + H (+M) <=> CH3O (+M),CH2O + H <=> H2 + HCO,CH2OH + H (+M) <=> CH3OH (+M),CH2OH + H <=> CH2O + H2,CH2OH + H <=> CH3 + OH,CH2OH + H <=> CH2(S) + H2O,CH3O + H (+M) <=> CH3OH (+M),CH3O + H <=> CH2OH + H,CH3O + H <=> CH2O + H2,CH3O + H <=> CH3 + OH,CH3O + H <=> CH2(S) + H2O,CH3OH + H <=> CH2OH + H2,CH3OH + H <=> CH3O + H2,C2H + H (+M) <=> C2H2 (+M),C2H2 + H (+M) <=> C2H3 (+M),C2H3 + H (+M) <=> C2H4 (+M),C2H3 + H <=> C2H2 + H2,C2H4 + H (+M) <=> C2H5 (+M),C2H4 + H <=> C2H3 + H2,C2H5 + H (+M) <=> C2H6 (+M),C2H5 + H <=> C2H4 + H2,C2H6 + H <=> C2H5 + H2,H + HCCO <=> CH2(S) + CO,CH2CO + H <=> H2 + HCCO,CH2CO + H <=> CH3 + CO,H + HCCOH <=> CH2CO + H,CO + H2 (+M) <=> CH2O (+M),H2 + OH <=> H + H2O,2 OH (+M) <=> H2O2 (+M),2 OH <=> H2O + O,HO2 + OH <=> H2O + O2,H2O2 + OH <=> H2O + HO2,H2O2 + OH <=> H2O + HO2,C + OH <=> CO + H,CH + OH <=> H + HCO,CH2 + OH <=> CH2O + H,CH2 + OH <=> CH + H2O,CH2(S) + OH <=> CH2O + H,CH3 + OH (+M) <=> CH3OH (+M),CH3 + OH <=> CH2 + H2O,CH3 + OH <=> CH2(S) + H2O,CH4 + OH <=> CH3 + H2O,CO + OH <=> CO2 + H,HCO + OH <=> CO + H2O,CH2O + OH <=> H2O + HCO,CH2OH + OH <=> CH2O + H2O,CH3O + OH <=> CH2O + H2O,CH3OH + OH <=> CH2OH + H2O,CH3OH + OH <=> CH3O + H2O,C2H + OH <=> H + HCCO,C2H2 + OH <=> CH2CO + H,C2H2 + OH <=> H + HCCOH,C2H2 + OH <=> C2H + H2O,C2H2 + OH <=> CH3 + CO,C2H3 + OH <=> C2H2 + H2O,C2H4 + OH <=> C2H3 + H2O,C2H6 + OH <=> C2H5 + H2O,CH2CO + OH <=> H2O + HCCO,2 HO2 <=> H2O2 + O2,2 HO2 <=> H2O2 + O2,CH2 + HO2 <=> CH2O + OH,CH3 + HO2 <=> CH4 + O2,CH3 + HO2 <=> CH3O + OH,CO + HO2 <=> CO2 + OH,CH2O + HO2 <=> H2O2 + HCO,C + O2 <=> CO + O,C + CH2 <=> C2H + H,C + CH3 <=> C2H2 + H,CH + O2 <=> HCO + O,CH + H2 <=> CH2 + H,CH + H2O <=> CH2O + H,CH + CH2 <=> C2H2 + H,CH + CH3 <=> C2H3 + H,CH + CH4 <=> C2H4 + H,CH + CO (+M) <=> HCCO (+M),CH + CO2 <=> CO + HCO,CH + CH2O <=> CH2CO + H,CH + HCCO <=> C2H2 + CO,CH2 + O2 => CO + H + OH,CH2 + H2 <=> CH3 + H,2 CH2 <=> C2H2 + H2,CH2 + CH3 <=> C2H4 + H,CH2 + CH4 <=> 2 CH3,CH2 + CO (+M) <=> CH2CO (+M),CH2 + HCCO <=> C2H3 + CO,CH2(S) + N2 <=> CH2 + N2,AR + CH2(S) <=> AR + CH2,CH2(S) + O2 <=> CO + H + OH,CH2(S) + O2 <=> CO + H2O,CH2(S) + H2 <=> CH3 + H,CH2(S) + H2O (+M) <=> CH3OH (+M),CH2(S) + H2O <=> CH2 + H2O,CH2(S) + CH3 <=> C2H4 + H,CH2(S) + CH4 <=> 2 CH3,CH2(S) + CO <=> CH2 + CO,CH2(S) + CO2 <=> CH2 + CO2,CH2(S) + CO2 <=> CH2O + CO,C2H6 + CH2(S) <=> C2H5 + CH3,CH3 + O2 <=> CH3O + O,CH3 + O2 <=> CH2O + OH,CH3 + H2O2 <=> CH4 + HO2,2 CH3 (+M) <=> C2H6 (+M),2 CH3 <=> C2H5 + H,CH3 + HCO <=> CH4 + CO,CH2O + CH3 <=> CH4 + HCO,CH3 + CH3OH <=> CH2OH + CH4,CH3 + CH3OH <=> CH3O + CH4,C2H4 + CH3 <=> C2H3 + CH4,C2H6 + CH3 <=> C2H5 + CH4,HCO + H2O <=> CO + H + H2O,HCO + M <=> CO + H + M,HCO + O2 <=> CO + HO2,CH2OH + O2 <=> CH2O + HO2,CH3O + O2 <=> CH2O + HO2,C2H + O2 <=> CO + HCO,C2H + H2 <=> C2H2 + H,C2H3 + O2 <=> CH2O + HCO,C2H4 (+M) <=> C2H2 + H2 (+M),C2H5 + O2 <=> C2H4 + HO2,HCCO + O2 <=> 2 CO + OH,2 HCCO <=> C2H2 + 2 CO,N + NO <=> N2 + O,N + O2 <=> NO + O,N + OH <=> H + NO,N2O + O <=> N2 + O2,N2O + O <=> 2 NO,H + N2O <=> N2 + OH,N2O + OH <=> HO2 + N2,N2O (+M) <=> N2 + O (+M),HO2 + NO <=> NO2 + OH,NO + O + M <=> NO2 + M,NO2 + O <=> NO + O2,H + NO2 <=> NO + OH,NH + O <=> H + NO,H + NH <=> H2 + N,NH + OH <=> H + HNO,NH + OH <=> H2O + N,NH + O2 <=> HNO + O,NH + O2 <=> NO + OH,N + NH <=> H + N2,H2O + NH <=> H2 + HNO,NH + NO <=> N2 + OH,NH + NO <=> H + N2O,NH2 + O <=> NH + OH,NH2 + O <=> H + HNO,H + NH2 <=> H2 + NH,NH2 + OH <=> H2O + NH,NNH <=> H + N2,NNH + M <=> H + N2 + M,NNH + O2 <=> HO2 + N2,NNH + O <=> N2 + OH,NNH + O <=> NH + NO,H + NNH <=> H2 + N2,NNH + OH <=> H2O + N2,CH3 + NNH <=> CH4 + N2,H + NO + M <=> HNO + M,HNO + O <=> NO + OH,H + HNO <=> H2 + NO,HNO + OH <=> H2O + NO,HNO + O2 <=> HO2 + NO,CN + O <=> CO + N,CN + OH <=> H + NCO,CN + H2O <=> HCN + OH,CN + O2 <=> NCO + O,CN + H2 <=> H + HCN,NCO + O <=> CO + NO,H + NCO <=> CO + NH,NCO + OH <=> CO + H + NO,N + NCO <=> CO + N2,NCO + O2 <=> CO2 + NO,NCO + M <=> CO + N + M,NCO + NO <=> CO + N2O,NCO + NO <=> CO2 + N2,HCN + M <=> CN + H + M,HCN + O <=> H + NCO,HCN + O <=> CO + NH,HCN + O <=> CN + OH,HCN + OH <=> H + HOCN,HCN + OH <=> H + HNCO,HCN + OH <=> CO + NH2,H + HCN (+M) <=> H2CN (+M),H2CN + N <=> CH2 + N2,C + N2 <=> CN + N,CH + N2 <=> HCN + N,CH + N2 (+M) <=> HCNN (+M),CH2 + N2 <=> HCN + NH,CH2(S) + N2 <=> HCN + NH,C + NO <=> CN + O,C + NO <=> CO + N,CH + NO <=> HCN + O,CH + NO <=> H + NCO,CH + NO <=> HCO + N,CH2 + NO <=> H + HNCO,CH2 + NO <=> HCN + OH,CH2 + NO <=> H + HCNO,CH2(S) + NO <=> H + HNCO,CH2(S) + NO <=> HCN + OH,CH2(S) + NO <=> H + HCNO,CH3 + NO <=> H2O + HCN,CH3 + NO <=> H2CN + OH,HCNN + O <=> CO + H + N2,HCNN + O <=> HCN + NO,HCNN + O2 <=> HCO + N2 + O,HCNN + OH <=> H + HCO + N2,H + HCNN <=> CH2 + N2,HNCO + O <=> CO2 + NH,HNCO + O <=> CO + HNO,HNCO + O <=> NCO + OH,H + HNCO <=> CO + NH2,H + HNCO <=> H2 + NCO,HNCO + OH <=> H2O + NCO,HNCO + OH <=> CO2 + NH2,HNCO + M <=> CO + NH + M,H + HCNO <=> H + HNCO,H + HCNO <=> HCN + OH,H + HCNO <=> CO + NH2,H + HOCN <=> H + HNCO,HCCO + NO <=> CO + HCNO,CH3 + N <=> H + H2CN,CH3 + N <=> H2 + HCN,H + NH3 <=> H2 + NH2,NH3 + OH <=> H2O + NH2,NH3 + O <=> NH2 + OH,CO2 + NH <=> CO + HNO,CN + NO2 <=> NCO + NO,NCO + NO2 <=> CO2 + N2O,CO2 + N <=> CO + NO,CH3 + O => CO + H + H2,C2H4 + O <=> CH2CHO + H,C2H5 + O <=> CH3CHO + H,HO2 + OH <=> H2O + O2,CH3 + OH => CH2O + H2,CH + H2 (+M) <=> CH3 (+M),CH2 + O2 => CO2 + 2 H,CH2 + O2 <=> CH2O + O,2 CH2 => C2H2 + 2 H,CH2(S) + H2O => CH2O + H2,C2H3 + O2 <=> CH2CHO + O,C2H3 + O2 <=> C2H2 + HO2,CH3CHO + O <=> CH2CHO + OH,CH3CHO + O => CH3 + CO + OH,CH3CHO + O2 => CH3 + CO + HO2,CH3CHO + H <=> CH2CHO + H2,CH3CHO + H => CH3 + CO + H2,CH3CHO + OH => CH3 + CO + H2O,CH3CHO + HO2 => CH3 + CO + H2O2,CH3CHO + CH3 => CH4 + CO + CH3,CH2CO + H (+M) <=> CH2CHO (+M),CH2CHO + O => CH2 + CO2 + H,CH2CHO + O2 => CH2O + CO + OH,CH2CHO + O2 => 2 HCO + OH,CH2CHO + H <=> CH3 + HCO,CH2CHO + H <=> CH2CO + H2,CH2CHO + OH <=> CH2CO + H2O,CH2CHO + OH <=> CH2OH + HCO,C2H5 + CH3 (+M) <=> C3H8 (+M),C3H8 + O <=> C3H7 + OH,C3H8 + H <=> C3H7 + H2,C3H8 + OH <=> C3H7 + H2O,C3H7 + H2O2 <=> C3H8 + HO2,C3H8 + CH3 <=> C3H7 + CH4,C2H4 + CH3 (+M) <=> C3H7 (+M),C3H7 + O <=> C2H5 + CH2O,C3H7 + H (+M) <=> C3H8 (+M),C3H7 + H <=> C2H5 + CH3,C3H7 + OH <=> C2H5 + CH2OH,C3H7 + HO2 <=> C3H8 + O2,C3H7 + HO2 => C2H5 + CH2O + OH,C3H7 + CH3 <=> 2 C2H5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.353253463946158e-12,-1.6037846516488564e-09,4.4237133168892555e-18,2.7629583703652596e-07,-2.8365192781741496e-14,-1.4438132140750434e-20,3.3921253660304333e-37,1.025195396318146e-34,8.466387166939034e-34,8.466387166939858e-34,2.998518964882869e-17,1.5245140028414952e-06,-2.938944768763566e-12,8.034162643803817e-34,-3.029025575130166e-21,5.657660784847123e-25,3.4598903597141445e-36,7.041854044171451e-26,6.701474693027284e-30,-2.98715197663901e-25,-8.48507769846054e-56,3.993884014620352e-54,9.827656070628355e-58,-4.821248361744207e-49,5.102763042135777e-51,-3.832748875579531e-38,4.332064361071473e-34,1.1815101086432056e-32,5.693095450744604e-56,9.038696017385194e-49,-2.406360077887615e-29,-6.033631811088069e-16,2.516744142258277e-15,2.198417248064478,0.08020905618093133,9.567279211008557,0.050130660113103305,0.0,0.002178779183004278,-4.4214154426711956e-08,-7.0074712361299025e-09,-8.386679514592906e-07,-4.5933593765536465e-08,-1.8583873383465148e-07,3.206489390810326e-14,-12.912806227576903,6.918017143519648e-13,-3.4485039641520654e-06,-4.753602541885523e-19,1.870498033003768e-32,-1.0605243088795905e-18,-1.0236179676678644e-23,-0.0002569502115834551,0.013308472352228562,-2.1986985837112177e-21,-8.902409678796663e-25,2.7612350090364887e-21,-2.8995540039737093e-10,1.1564951595586063e-20,-9.648147297177286e-28,-3.538721268055764e-23,-3.682992412349574e-17,-1.4414814987466e-17,7.540472124151565e-21,1.6410876106844134e-22,2.6827567257380143e-21,-2.564375716692966e-19,-7.978657239399725e-20,-1.1014756306222274e-22,-2.2604070903753827e-10,-1.9598949072717394e-59,-1.1035528864969952e-39,-1.693325720779699e-39,9.719548755604647e-47,-2.362968658303889e-22,3.264812758662235e-36,8.111248906132722e-29,7.373704946773338e-31,-5.160441440318461e-21,-3.201399193071634e-39,-8.052455380947789e-42,-1.8809139768758118e-28,-1.6518674062003123e-49,-2.53864185254584e-21,-0.0002903605370141089,-1.4797228397949064e-13,-3.626536612477885e-08,-0.1858240738036377,-1.2714665230770947e-07,-5.0074958455514715e-08,2.744671466875959e-48,3.8627791357233514e-35,5.4157566026704076e-33,-3.227963464029204e-24,3.6636035858393963e-31,8.36651508156823e-15,2.96198276853227e-17,1.884604375764752e-15,0.0009345211560143105,-0.00011579021104080536,-1.2249026621431071e-26,2.6455050883167718e-22,-1.7868925109117125e-25,7.617526522065248e-24,-1.6724185904385948e-24,-1.8710621153120417e-11,-1.4308176256776435e-61,-2.4093067726819317e-49,7.478796159703986e-55,4.8804047678288014e-54,-2.704259322410789e-35,1.8397938993085322e-49,2.5500028217277704e-37,-4.1861727851627024e-22,-5.019169502125434e-43,7.012156790429415e-15,2.3789364839502036e-14,1.0455846911698036e-30,-23.05621706300067,9.138199665281077e-13,-4.331133024631782e-18,4.6932991575521844e-23,1.7778207790328314e-33,1.1158513083215259e-63,5.159955423560292e-46,6.438045462859518e-20,1.2193106292297566e-20,4.116717263809879e-20,2.0911522805330955e-50,7.252480104847942e-33,8.76561753181889e-20,1.0987702818842361e-38,4.872722996504589e-22,4.307986261414091e-39,1.161254762718996e-71,4.856271343865093e-19,-4.3834400129851113e-17,4.418330712969005e-49,2.0823076957430272e-30,-1.5764908870505908e-17,1.5949590656714952e-37,1.4790696863187484e-69,5.421727843380455e-17,0.0,2.5479997278276416e-16,1.0919998833547038e-16,-8.85698293207414e-16,3.881087764974466e-15,1.402786616143794e-15,3.665449836270196e-29,2.4857375911531466e-16,2.9001944844135777e-35,4.812197294012274e-16,9.625559731207122e-16,-1.4724742194698464e-34,7.419505135712546e-07,8.0177329980863e-06,-8.472688247284721e-06,3.289546010988098e-13,1.5848884177154834e-15,-1.5010176678003056e-23,6.906638373859316e-23,-1.1241006666827196e-23,-3.108498977275716e-11,-8.769767256379315e-37,-9.809423946122416e-22,7.279030328330673e-18,2.552210008870895e-18,4.748522585113609e-17,6.477638224899869e-19,1.811468412657338e-10,1.0950051657420547e-56,-2.6090142452937473e-54,5.095190856385521e-35,9.827448830879179e-36,3.7293154351556827e-19,1.9111515440246437e-40,2.2215840763684535e-91,-4.176085164735933e-21,7.687841706995307e-24,8.357030673202537e-37,-1.4025030795720196e-09,7.985257242174418e-33,-2.2529680868124818e-21,-1.0460657563820867e-12,-2.1372421342859178e-13,7.540666965313068e-33,1.367625323804509e-35,-9.040402104355758e-31,-7.610706677519624e-42,1.5217062410566893e-40,-6.662049016066434e-27,1.646197935423858e-38,-3.9529371391324276e-29,1.073645836680654e-26,2.3608102101764906e-26,-1.2046726047401226e-31,5.926006573551426e-26,-4.131774485132939e-24,-1.1800121445106304e-28,-3.425784206093108e-42,-6.086228936605442e-47,-2.5305745123197124e-27,-2.8769716238341564e-29,-3.8042284290218146e-07,-0.0001821328004606057,4.629370514205007e-08,1.4105868638566786e-24,4.0199317684287406e-24,-1.7456926509625364e-11,-1.410392008722307e-13,-4.0792156312115376e-10,1.4121925535961707e-31,1.4303248242412322e-46,-1.7747043158270798e-31,-4.036427093284803e-34,2.600747586429698e-32,2.8818724148635078e-55,-7.136765150368178e-37,6.392060703869946e-40,3.282323914348145e-39,7.991593942383513e-40,1.5022829932548207e-36,6.575908731519628e-32,3.457844671405096e-35,-6.593866880577039e-44,8.774836491470596e-25,2.5451752297280004e-28,-1.0714106836029233e-41,-2.8283010014201477e-18,1.2894783160659113e-47,-2.2557396285320558e-35,2.0165491239079204e-47,1.9356263386668147e-49,2.0539109711422547e-46,-9.558032204316879e-43,1.0479790509459237e-47,-4.4652030027674394e-39,-1.5323090713485003e-35,1.2145217921786563e-43,2.799308946349682e-26,2.475308148563034e-21,7.463999036117848e-35,3.046288138042876e-33,-7.751951814868329e-62,-1.07267558237013e-62,1.150815655810682e-51,-7.261817455680281e-48,6.90489394526286e-52,7.163497425859336e-50,1.0177590919230947e-50,1.426818648776165e-50,3.155300343147913e-48,4.482653806462093e-49,6.284330000405027e-49,1.3631478698952574e-37,4.931934221232794e-38,1.0536822668600778e-39,9.578929698728013e-41,9.266222333759654e-23,1.2435115359992288e-37,-1.4975404248747027e-33,-4.968868020250843e-34,1.4441510073959339e-50,-4.6151877564932484e-36,6.181726006238583e-38,-4.354425407161102e-22,-3.642995082886115e-22,-1.9062104685617792e-38,2.3296178314376487e-37,-6.981878497471105e-52,-7.415304186964861e-57,4.4452243730742244e-67,-3.331232036472024e-42,2.4166619022873285e-71,3.5106931999606803e-34,6.18460609940989e-35,-1.4940754514612156e-33,-1.0102485092257054e-33,-1.774066804701003e-47,3.387153027844518e-26,-5.904484463435543e-64,-2.1065016784051823e-33,1.729503917357305e-24,1.9970373343192232e-17,3.9188518644562814e-39,2.1212389334703772e-33,-0.008129022202769221,7.84467846159214e-17,-8.783228363577418e-19,5.633274758883507e-19,2.3310102450552446e-19,8.930569474645488e-50,2.871093381277309e-17,6.125721603246641e-35,3.0072635717046147e-36,7.3109311239732e-55,8.54673530268523e-55,9.806037842977212e-45,-6.746216336971037e-41,2.556099459097596e-50,9.99407449353306e-52,2.213140895847602e-52,6.025846838626967e-52,-2.259238125237523e-41,2.0240465763591747e-53,3.937697029529369e-40,5.1124795687259755e-40,-7.321520422448707e-34,-8.986383215939267e-45,-1.980095590923667e-46,-3.4170576125469973e-50,7.162211137412454e-30,3.774823762387674e-51,-1.7169348974860884e-41,-9.36593624568542e-43,-3.6687374187301156e-50,-9.605642139677225e-43,7.151044797961251e-37,-2.0772022247248003e-54,-2.3477886852073094e-49,-2.65954034188847e-34,-2.3041985079126484e-50,-4.308627741567394e-44,4.2402216361166034e-50,-7.257402111515078e-48
